Class,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,T240,T241,T242,T243,T244,T245,T246,T247,T248,T249,T250,T251,T252,T253,T254,T255,T256,T257,T258,T259,T260,T261,T262,T263,T264,T265,T266,T267,T268,T269,T270,T271,T272,T273,T274,T275,T276,T277,T278,T279,T280,T281,T282,T283,T284,T285,T286,T287,T288,T289,T290,T291,T292,T293,T294,T295,T296,T297,T298,T299,T300,T301,T302,T303,T304,T305,T306,T307,T308,T309,T310,T311,T312,T313,T314,T315,T316,T317,T318,T319,T320,T321,T322,T323,T324,T325,T326,T327,T328,T329,T330,T331,T332,T333,T334,T335,T336,T337,T338,T339,T340,T341,T342,T343,T344,T345,T346,T347,T348,T349,T350,T351,T352,T353,T354,T355,T356,T357,T358,T359,T360,T361,T362,T363,T364,T365,T366,T367,T368,T369,T370,T371,T372,T373,T374,T375,T376,T377,T378,T379,T380,T381,T382,T383,T384,T385,T386,T387,T388,T389,T390,T391,T392,T393,T394,T395,T396,T397,T398,T399,T400,T401,T402,T403,T404,T405,T406,T407,T408,T409,T410,T411,T412,T413,T414,T415,T416,T417,T418,T419,T420,T421,T422,T423,T424,T425,T426,T427,T428,T429,T430,T431,T432,T433,T434,T435,T436,T437,T438,T439,T440,T441,T442,T443,T444,T445,T446,T447,T448,T449,T450,T451,T452,T453,T454,T455,T456,T457,T458,T459,T460,T461,T462,T463,T464,T465,T466,T467,T468,T469,T470,T471,T472,T473,T474,T475,T476,T477,T478,T479,T480,T481,T482,T483,T484,T485,T486,T487,T488,T489,T490,T491,T492,T493,T494,T495,T496,T497,T498,T499,T500
nexgr,31.3419,32.3739,33.3598,34.3018,35.2017,36.0614,36.8827,37.6674,38.4171,39.1333,39.8175,40.4712,41.0957,41.6923,42.2623,42.8069,43.3271,43.8241,44.299,44.7526,45.186,45.6001,45.9956,46.3735,46.7346,47.0795,47.409,47.7239,48.0246,48.312,48.5865,48.8487,49.0993,49.3387,49.5673,49.7858,49.9945,50.194,50.3845,50.5665,50.7403,50.9065,51.0652,51.2168,51.3616,51.5,51.6322,51.7585,51.8792,51.9945,52.1046,52.2098,52.3104,52.4064,52.4981,52.5858,52.6695,52.7495,52.826,52.899,52.9688,53.0354,53.0991,53.1599,53.218,53.2735,53.3266,53.3773,53.4257,53.4719,53.5161,53.5583,53.5987,53.6372,53.674,53.7092,53.7428,53.7749,53.8055,53.8348,53.8628,53.8895,53.9151,53.9395,53.9628,53.9851,54.0064,54.0267,54.0461,54.0647,54.0824,54.0993,54.1155,54.131,54.1457,54.1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,26.8487,29.9206,32.7426,35.3349,37.7164,39.9042,41.9139,43.7602,45.4562,47.0143,48.4456,49.7605,50.9684,52.0781,53.0974,54.0339,54.8941,55.6844,56.4104,57.0773,57.69,58.2528,58.7698,59.2448,59.6811,60.082,60.4502,60.7885,61.0992,61.3847,61.6469,61.8878,62.1091,62.3125,62.4992,62.6708,62.8284,62.9732,63.1062,63.2284,63.3407,63.4438,63.5385,63.6255,63.7055,63.7789,63.8464,63.9084,63.9653,64.0176,64.0656,64.1098,64.1503,64.1876,64.2218,64.2532,64.2821,64.3086,64.333,64.3554,64.376,64.3949,64.4122,64.4282,64.4428,64.4563,64.4686,64.48,64.4904,64.5,64.5088,64.5169,64.5243,64.5311,64.5374,64.5432,64.5485,64.5533,64.5578,64.5619,64.5657,64.5691,64.5723,64.5752,64.5779,64.5804,64.5826,64.5847,64.5866,64.5884,64.59,64.5915,64.5928,64.5941,64.5952,64.5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,1.09576,4.08231,6.8357,9.37414,11.7144,13.872,15.8611,17.6949,19.3856,20.9443,22.3813,23.7061,24.9275,26.0535,27.0917,28.0488,28.9311,29.7446,30.4946,31.186,31.8234,32.4111,32.9529,33.4524,33.9129,34.3375,34.7289,35.0898,35.4224,35.7292,36.0119,36.2726,36.513,36.7345,36.9388,37.1271,37.3008,37.4608,37.6084,37.7445,37.8699,37.9856,38.0922,38.1905,38.2811,38.3646,38.4416,38.5126,38.5781,38.6385,38.6941,38.7454,38.7927,38.8363,38.8765,38.9136,38.9477,38.9792,39.0083,39.035,39.0597,39.0825,39.1035,39.1228,39.1406,39.1571,39.1722,39.1862,39.1991,39.2109,39.2219,39.232,39.2413,39.2499,39.2578,39.2651,39.2718,39.278,39.2837,39.289,39.2938,39.2983,39.3024,39.3063,39.3098,39.313,39.316,39.3187,39.3213,39.3236,39.3258,39.3277,39.3296,39.3313,39.3328,39.3343,39.3356,39.3368,39.3379,39.339,39.3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,33.6573,34.7611,35.8373,36.8864,37.9093,38.9065,39.8787,40.8266,41.7507,42.6516,43.53,44.3863,45.2212,46.0352,46.8288,47.6024,48.3567,49.0921,49.809,50.508,51.1894,51.8538,52.5015,53.133,53.7487,54.3489,54.9341,55.5046,56.0609,56.6032,57.1318,57.6473,58.1498,58.6397,59.1174,59.5831,60.0371,60.4797,60.9112,61.3319,61.7421,62.142,62.5319,62.912,63.2825,63.6438,63.996,64.3394,64.6742,65.0006,65.3189,65.6291,65.9316,66.2265,66.514,66.7943,67.0675,67.3339,67.5937,67.8469,68.0938,68.3345,68.5692,68.7979,69.021,69.2384,69.4505,69.6572,69.8587,70.0551,70.2467,70.4334,70.6155,70.793,70.966,71.1347,71.2992,71.4595,71.6159,71.7683,71.9169,72.0618,72.203,72.3407,72.475,72.6059,72.7335,72.8579,72.9792,73.0974,73.2127,73.3251,73.4347,73.5415,73.6457,73.7473,73.8463,73.9428,74.0369,74.1286,74.2181,74.3053,74.3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,17.0204,17.4439,17.8538,18.2507,18.6349,19.0069,19.3669,19.7155,20.0529,20.3796,20.6958,21.0019,21.2983,21.5851,21.8629,22.1317,22.392,22.6439,22.8879,23.124,23.3526,23.5739,23.7881,23.9955,24.1962,24.3906,24.5787,24.7608,24.9372,25.1078,25.2731,25.433,25.5879,25.7378,25.8829,26.0234,26.1594,26.291,26.4185,26.5419,26.6613,26.777,26.8889,26.9973,27.1022,27.2037,27.302,27.3972,27.4893,27.5785,27.6648,27.7484,27.8293,27.9077,27.9835,28.0569,28.128,28.1968,28.2634,28.3278,28.3902,28.4507,28.5092,28.5658,28.6206,28.6737,28.725,28.7747,28.8229,28.8695,28.9146,28.9583,29.0006,29.0415,29.0811,29.1195,29.1566,29.1926,29.2274,29.261,29.2937,29.3252,29.3558,29.3854,29.414,29.4417,29.4686,29.4946,29.5197,29.5441,29.5676,29.5905,29.6126,29.6339,29.6547,29.6747,29.6941,29.7129,29.7311,29.7487,29.7657,29.7822,29.7982,29.8136,29.8286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,22.7122,24.6574,26.5347,28.3465,30.095,31.7825,33.4111,34.9828,36.4997,37.9636,39.3765,40.74,42.0559,43.3259,44.5515,45.7344,46.876,47.9777,49.041,50.0672,51.0575,52.0133,52.9357,53.826,54.6851,55.5143,56.3145,57.0868,57.8321,58.5514,59.2456,59.9156,60.5622,61.1862,61.7884,62.3696,62.9306,63.4719,63.9944,64.4986,64.9852,65.4548,65.9081,66.3455,66.7676,67.175,67.5682,67.9477,68.3139,68.6673,69.0084,69.3376,69.6553,69.962,70.2579,70.5434,70.8191,71.0851,71.3418,71.5895,71.8286,72.0594,72.2821,72.497,72.7044,72.9046,73.0978,73.2843,73.4642,73.6379,73.8055,73.9672,74.1233,74.274,74.4194,74.5597,74.6951,74.8258,74.952,75.0737,75.1912,75.3046,75.414,75.5196,75.6215,75.7199,75.8148,75.9064,75.9948,76.0802,76.1625,76.242,76.3187,76.3927,76.4642,76.5331,76.5997,76.6639,76.7259,76.7857,76.8434,76.8991,76.9529,77.0048,77.0548,77.1032,77.1498,77.1948,77.2383,77.2802,77.3207,77.3597,77.3974,77.4338,77.4689,77.5028,77.5355,77.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,10.6646,12.9352,15.1408,17.2833,19.3643,21.3858,23.3494,25.2568,27.1096,28.9093,30.6575,32.3556,34.0052,35.6074,37.1638,38.6757,40.1442,41.5707,42.9563,44.3023,45.6097,46.8797,48.1134,49.3117,50.4757,51.6063,52.7046,53.7715,54.8077,55.8144,56.7922,57.742,58.6646,59.5608,60.4313,61.2769,62.0983,62.8961,63.6711,64.424,65.1553,65.8656,66.5556,67.2258,67.8769,68.5093,69.1236,69.7203,70.2999,70.8629,71.4098,71.941,72.4571,72.9583,73.4452,73.9182,74.3776,74.8239,75.2574,75.6784,76.0875,76.4848,76.8707,77.2456,77.6097,77.9634,78.307,78.6408,78.965,79.2799,79.5858,79.8829,80.1715,80.4519,80.7242,80.9888,81.2457,81.4953,81.7378,81.9733,82.2021,82.4243,82.6401,82.8498,83.0535,83.2513,83.4435,83.6302,83.8115,83.9876,84.1587,84.3249,84.4864,84.6432,84.7955,84.9435,85.0872,85.2268,85.3624,85.4941,85.6221,85.7464,85.8671,85.9844,86.0983,86.209,86.3165,86.4209,86.5223,86.6208,86.7165,86.8094,86.8997,86.9874,87.0726,87.1554,87.2358,87.3139,87.3897,87.4634,87.535,87.6045,87.672,87.7376,87.8013,87.8632,87.9233,87.9818,88.0385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,10.1092,11.846,13.539,15.1894,16.7982,18.3665,19.8953,21.3856,22.8384,24.2546,25.6351,26.9809,28.2928,29.5716,30.8182,32.0335,33.2181,34.373,35.4987,36.5961,37.6658,38.7086,39.7252,40.7162,41.6822,42.6238,43.5418,44.4366,45.309,46.1593,46.9882,47.7963,48.584,49.3519,50.1004,50.8301,51.5414,52.2348,52.9108,53.5697,54.212,54.8382,55.4485,56.0435,56.6236,57.189,57.7402,58.2775,58.8013,59.3118,59.8096,60.2948,60.7677,61.2288,61.6783,62.1164,62.5435,62.9598,63.3657,63.7613,64.147,64.523,64.8895,65.2468,65.595,65.9345,66.2655,66.5881,66.9026,67.2092,67.508,67.7994,68.0834,68.3602,68.6301,68.8932,69.1496,69.3996,69.6433,69.8809,70.1124,70.3382,70.5583,70.7728,70.9819,71.1857,71.3845,71.5782,71.767,71.9511,72.1305,72.3055,72.476,72.6422,72.8043,72.9622,73.1162,73.2663,73.4126,73.5553,73.6943,73.8299,73.962,74.0908,74.2164,74.3388,74.4581,74.5744,74.6878,74.7983,74.9061,75.0111,75.1135,75.2133,75.3106,75.4055,75.4979,75.5881,75.6759,75.7616,75.8451,75.9264,76.0058,76.0831,76.1585,76.232,76.3037,76.3735,76.4416,76.5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,22.8249,26.8262,30.5697,34.072,37.3486,40.4141,43.2821,45.9653,48.4756,50.8241,53.0214,55.0771,57.0003,58.7996,60.483,62.0579,63.5314,64.9099,66.1996,67.4061,68.535,69.5911,70.5792,71.5036,72.3684,73.1776,73.9345,74.6428,75.3054,75.9252,76.5052,77.0478,77.5554,78.0303,78.4746,78.8903,79.2793,79.6431,79.9835,80.302,80.5999,80.8787,81.1395,81.3835,81.6118,81.8253,82.0251,82.2121,82.3869,82.5506,82.7036,82.8468,82.9808,83.1062,83.2235,83.3332,83.4358,83.5319,83.6217,83.7058,83.7844,83.858,83.9268,83.9912,84.0515,84.1078,84.1606,84.2099,84.2561,84.2993,84.3397,84.3775,84.4128,84.4459,84.4769,84.5058,84.5329,84.5583,84.582,84.6042,84.6249,84.6444,84.6625,84.6795,84.6954,84.7103,84.7242,84.7373,84.7494,84.7608,84.7715,84.7815,84.7908,84.7995,84.8077,84.8154,84.8225,84.8292,84.8355,84.8413,84.8468,84.8519,84.8567,84.8612,84.8654,84.8693,84.873,84.8764,84.8797,84.8827,84.8855,84.8881,84.8906,84.8929,84.895,84.8971,84.8989,84.9007,84.9024,84.9039,84.9054,84.9067,84.908,84.9092,84.9103,84.9113,84.9123,84.9132,84.914,84.9148,84.9156,84.9163,84.9169,84.9175,84.9181,84.9186,84.9191,84.9196,84.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,34.7434,37.0956,39.3036,41.3764,43.3221,45.1485,46.8631,48.4725,49.9833,51.4015,52.7328,53.9826,55.1557,56.2569,57.2906,58.261,59.1719,60.027,60.8297,61.5832,62.2905,62.9545,63.5777,64.1628,64.712,65.2276,65.7115,66.1658,66.5923,66.9926,67.3684,67.7212,68.0523,68.3631,68.6549,68.9288,69.186,69.4273,69.6539,69.8666,70.0662,70.2537,70.4296,70.5947,70.7498,70.8953,71.0319,71.1601,71.2805,71.3935,71.4996,71.5992,71.6926,71.7804,71.8627,71.94,72.0126,72.0807,72.1447,72.2047,72.2611,72.314,72.3637,72.4103,72.454,72.4951,72.5337,72.5699,72.6039,72.6357,72.6657,72.6938,72.7202,72.7449,72.7682,72.79,72.8105,72.8297,72.8478,72.8647,72.8806,72.8956,72.9096,72.9228,72.9351,72.9467,72.9576,72.9678,72.9774,72.9864,72.9948,73.0028,73.0102,73.0172,73.0238,73.0299,73.0357,73.0412,73.0462,73.051,73.0555,73.0597,73.0637,73.0674,73.0709,73.0742,73.0772,73.0801,73.0828,73.0854,73.0878,73.09,73.0921,73.0941,73.0959,73.0977,73.0993,73.1008,73.1023,73.1036,73.1049,73.1061,73.1072,73.1082,73.1092,73.1101,73.111,73.1118,73.1126,73.1133,73.114,73.1146,73.1152,73.1158,73.1163,73.1168,73.1172,73.1177,73.1181,73.1185,73.1188,73.1192,73.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,24.1044,25.9871,27.7839,29.4988,31.1355,32.6975,34.1882,35.611,36.9688,38.2648,39.5016,40.6819,41.8085,42.8836,43.9098,44.8891,45.8237,46.7157,47.567,48.3795,49.1549,49.895,50.6013,51.2754,51.9187,52.5327,53.1187,53.6779,54.2117,54.7211,55.2072,55.6712,56.114,56.5367,56.94,57.3249,57.6923,58.043,58.3776,58.697,59.0018,59.2927,59.5703,59.8353,60.0881,60.3295,60.5598,60.7796,60.9894,61.1897,61.3808,61.5632,61.7372,61.9033,62.0619,62.2132,62.3576,62.4954,62.627,62.7525,62.8723,62.9867,63.0958,63.2,63.2994,63.3942,63.4848,63.5712,63.6536,63.7323,63.8075,63.8792,63.9476,64.0129,64.0752,64.1347,64.1914,64.2456,64.2973,64.3467,64.3938,64.4387,64.4816,64.5225,64.5616,64.5989,64.6345,64.6685,64.7009,64.7318,64.7613,64.7895,64.8164,64.8421,64.8666,64.89,64.9123,64.9336,64.9539,64.9733,64.9918,65.0095,65.0263,65.0424,65.0578,65.0724,65.0864,65.0998,65.1125,65.1247,65.1363,65.1474,65.1579,65.168,65.1777,65.1868,65.1956,65.204,65.212,65.2196,65.2269,65.2338,65.2404,65.2468,65.2528,65.2586,65.2641,65.2693,65.2743,65.2791,65.2837,65.288,65.2922,65.2962,65.2999,65.3035,65.307,65.3103,65.3134,65.3164,65.3193,65.322,65.3246,65.3271,65.3295,65.3317,65.3339,65.336,65.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexgr,35.7836,36.4386,37.0561,37.6381,38.1867,38.7038,39.1912,39.6506,40.0837,40.4919,40.8766,41.2392,41.5811,41.9033,42.207,42.4932,42.7631,43.0174,43.2571,43.4831,43.6961,43.8968,44.0861,44.2644,44.4326,44.591,44.7404,44.8812,45.0139,45.139,45.2569,45.3681,45.4728,45.5716,45.6646,45.7524,45.835,45.913,45.9865,46.0557,46.121,46.1825,46.2405,46.2952,46.3467,46.3953,46.441,46.4842,46.5249,46.5632,46.5993,46.6334,46.6655,46.6958,46.7243,46.7512,46.7765,46.8004,46.8229,46.8441,46.8641,46.883,46.9008,46.9175,46.9333,46.9482,46.9622,46.9754,46.9879,46.9997,47.0107,47.0212,47.031,47.0403,47.049,47.0573,47.065,47.0724,47.0793,47.0858,47.0919,47.0977,47.1031,47.1082,47.1131,47.1176,47.1219,47.126,47.1298,47.1334,47.1368,47.14,47.143,47.1459,47.1485,47.1511,47.1535,47.1557,47.1578,47.1598,47.1617,47.1635,47.1651,47.1667,47.1682,47.1696,47.1709,47.1721,47.1733,47.1744,47.1755,47.1764,47.1774,47.1782,47.1791,47.1798,47.1806,47.1812,47.1819,47.1825,47.1831,47.1836,47.1841,47.1846,47.1851,47.1855,47.1859,47.1863,47.1866,47.187,47.1873,47.1876,47.1879,47.1881,47.1884,47.1886,47.1889,47.1891,47.1893,47.1895,47.1896,47.1898,47.19,47.1901,47.1902,47.1904,47.1905,47.1906,47.1907,47.1908,47.1909,47.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
